Prescription Medication	Pavement Slippery	Unspecified			1
Passenger Distraction	View Obstructed/Limited				1
Passenger Distraction	Unspecified	Unspecified	Unspecified	Unspecified	1
Prescription Medication	Prescription Medication	Other Vehicular			1
Passenger Distraction	Unsafe Speed				1
Passenger Distraction	Turning Improperly				1
Passenger Distraction	Fatigued/Drowsy	Unspecified			1
Passenger Distraction	Driver Inexperience				1
Prescription Medication	Traffic Control Disregarded	Unspecified	Unspecified		1
Prescription Medication	Turning Improperly	Unspecified			1
Oversized Vehicle	Turning Improperly	Unspecified			1
Oversized Vehicle	Turning Improperly	Traffic Control Disregarded			1
Prescription Medication	Unsafe Speed				1
Oversized Vehicle	Prescription Medication	Unspecified			1
View Obstructed/Limited	View Obstructed/Limited	Unspecified			1
Oversized Vehicle	Pavement Slippery	Unspecified			1
Reaction to Other Uninvolved Vehicle	Aggressive Driving/Road Rage				1
Oversized Vehicle	Outside Car Distraction	Oversized Vehicle	Unspecified		1
Oversized Vehicle	Other Vehicular	Unspecified	Unspecified		1
Oversized Vehicle	Other Vehicular	Unspecified			1
Oversized Vehicle	Other Vehicular	Other Vehicular			1
Reaction to Other Uninvolved Vehicle	Backing Unsafely				1
Oversized Vehicle	Obstruction/Debris				1
Oversized Vehicle	Lost Consciousness	Unspecified			1
Oversized Vehicle	Illness				1
Reaction to Other Uninvolved Vehicle	Driver Inattention/Distraction	Unspecified			1
Oversized Vehicle	Driver Inexperience	Driver Inexperience			1
View Obstructed/Limited	View Obstructed/Limited	Unspecified	Unspecified		1
Oversized Vehicle	Alcohol Involvement				1
Accelerator Defective	Physical Disability				1
Reaction to Other Uninvolved Vehicle	Fatigued/Drowsy	Unspecified	Unspecified		1
Reaction to Other Uninvolved Vehicle	Illness				1
Reaction to Other Uninvolved Vehicle	Lost Consciousness	Unspecified	Unspecified		1
Outside Car Distraction	Turning Improperly	Fatigued/Drowsy			1
Outside Car Distraction	Traffic Control Disregarded	Traffic Control Disregarded	Traffic Control Disregarded	Traffic Control Disregarded	1
Outside Car Distraction	Traffic Control Disregarded	Outside Car Distraction			1
Outside Car Distraction	Traffic Control Disregarded	Fatigued/Drowsy			1
Outside Car Distraction	Tire Failure/Inadequate				1
Outside Car Distraction	Steering Failure	Unspecified			1
Outside Car Distraction	Reaction to Other Uninvolved Vehicle				1
Outside Car Distraction	Pavement Slippery	Unspecified			1
Outside Car Distraction	Pavement Slippery	Pavement Slippery	Pavement Slippery		1
Outside Car Distraction	Pavement Slippery	Fatigued/Drowsy			1
Outside Car Distraction	Pavement Defective				1
Reaction to Other Uninvolved Vehicle	Passenger Distraction	Unspecified			1
Outside Car Distraction	Outside Car Distraction	Outside Car Distraction	Fatigued/Drowsy		1
Reaction to Other Uninvolved Vehicle	Physical Disability				1
Outside Car Distraction	Outside Car Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified	1
Outside Car Distraction	Outside Car Distraction	Fatigued/Drowsy	Fatigued/Drowsy		1
Outside Car Distraction	Outside Car Distraction	Brakes Defective			1
Outside Car Distraction	Other Vehicular	Unspecified			1
Outside Car Distraction	Other Vehicular	Outside Car Distraction			1
Outside Car Distraction	Other Vehicular	Other Vehicular			1
Outside Car Distraction	Other Vehicular	Driver Inattention/Distraction			1
Reaction to Other Uninvolved Vehicle	Traffic Control Disregarded				1
Outside Car Distraction	Lane Marking Improper/Inadequate				1
Outside Car Distraction	Glare				1
Reaction to Other Uninvolved Vehicle	Unspecified	Unspecified	Unspecified		1
Outside Car Distraction	Fatigued/Drowsy	Outside Car Distraction	Fatigued/Drowsy		1
Outside Car Distraction	Fatigued/Drowsy	Outside Car Distraction			1
Outside Car Distraction	Fatigued/Drowsy	Other Vehicular			1
Outside Car Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified	1
Outside Car Distraction	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	1
Shoulders Defective/Improper					1
Shoulders Defective/Improper	Driver Inattention/Distraction				1
Outside Car Distraction	Failure to Yield Right-of-Way	Unspecified			1
Shoulders Defective/Improper	Shoulders Defective/Improper				1
Outside Car Distraction	Failure to Keep Right				1
Outside Car Distraction	Driver Inexperience	Unspecified	Unspecified		1
Outside Car Distraction	Driver Inexperience	Unspecified			1
Outside Car Distraction	Driver Inattention/Distraction	Unspecified	Unspecified	Unspecified	1
Outside Car Distraction	Driver Inattention/Distraction	Unspecified	Unspecified		1
Outside Car Distraction	Brakes Defective	Unspecified			1
Outside Car Distraction	Backing Unsafely	Unspecified			1
Outside Car Distraction	Backing Unsafely	Fatigued/Drowsy	Unspecified		1
Outside Car Distraction	Accelerator Defective				1
Steering Failure	Backing Unsafely				1
Other Vehicular	Windshield Inadequate				1
Steering Failure	Backing Unsafely	Backing Unsafely			1
Steering Failure	Brakes Defective				1
Steering Failure	Driver Inattention/Distraction				1
Steering Failure	Fatigued/Drowsy	Unspecified	Unspecified		1
Other Vehicular	Unsafe Speed	Unspecified			1
Steering Failure	Fell Asleep	Unspecified	Unspecified		1
Other Vehicular	Unsafe Lane Changing				1
Steering Failure	Other Electronic Device				1
Other Vehicular	Traffic Control Disregarded	Unspecified	Unspecified	Unspecified	1
Other Vehicular	Traffic Control Disregarded	Traffic Control Disregarded			1
Other Vehicular	Traffic Control Disregarded	Pavement Slippery	Pavement Slippery		1
Other Vehicular	Tire Failure/Inadequate	Unspecified			1
Other Vehicular	Steering Failure				1
Accelerator Defective	Other Vehicular	Accelerator Defective			1
Other Vehicular	Prescription Medication	Other Vehicular	Other Vehicular		1
Other Vehicular	Prescription Medication	Driver Inexperience	Unspecified	Unspecified	1
Steering Failure	Other Vehicular	Other Vehicular			1
Other Vehicular	Physical Disability	Other Vehicular			1
Other Vehicular	Pavement Slippery	Pavement Slippery			1
Other Vehicular	Pavement Slippery	Other Vehicular	Other Vehicular		1
Other Vehicular	Oversized Vehicle	Unspecified			1
Steering Failure	Steering Failure	Steering Failure	Unspecified		1
Other Vehicular	Outside Car Distraction	Unspecified			1
Other Vehicular	Other Vehicular	View Obstructed/Limited			1
Other Vehicular	Other Vehicular	Pavement Slippery			1
Other Vehicular	Other Vehicular	Passenger Distraction			1
Other Vehicular	Other Vehicular	Outside Car Distraction			1
Other Vehicular	Other Vehicular	Other Vehicular	Unspecified	Unspecified	1
Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	Unspecified	1
Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	Driver Inattention/Distraction	1
Steering Failure	Tire Failure/Inadequate	Unspecified			1
Other Vehicular	Other Vehicular	Other Vehicular	Fatigued/Drowsy	Fatigued/Drowsy	1
Other Vehicular	Other Vehicular	Other Vehicular	Failure to Keep Right		1
Other Vehicular	Other Vehicular	Other Vehicular	Driver Inattention/Distraction		1
Steering Failure	Tire Failure/Inadequate	Unspecified	Unspecified		1
Other Vehicular	Other Vehicular	Fatigued/Drowsy	Unspecified		1
Other Vehicular	Other Vehicular	Failure to Keep Right			1
Other Vehicular	Other Vehicular	Drugs (Illegal)	Drugs (Illegal)		1
Other Vehicular	Other Vehicular	Driver Inexperience	Driver Inexperience		1
Other Vehicular	Other Vehicular	Driver Inexperience			1
Other Vehicular	Other Vehicular	Driver Inattention/Distraction	Unspecified		1
Other Vehicular	Other Vehicular	Backing Unsafely	Backing Unsafely		1
Other Vehicular	Other Vehicular	Accelerator Defective	Unspecified		1
Other Vehicular	Other Vehicular	Accelerator Defective			1
Tire Failure/Inadequate	Backing Unsafely				1
Other Vehicular	Other Electronic Device	Unspecified			1
Other Vehicular	Other Electronic Device	Other Electronic Device			1
Other Vehicular	Obstruction/Debris	Fatigued/Drowsy			1
Other Vehicular	Lost Consciousness	Traffic Control Disregarded			1
Tire Failure/Inadequate	Driver Inexperience	Unspecified	Unspecified		1
Other Vehicular	Illness	Other Vehicular			1
Tire Failure/Inadequate	Failure to Yield Right-of-Way				1
Other Vehicular	Fell Asleep	Driver Inattention/Distraction			1
Other Vehicular	Fatigued/Drowsy	Unspecified	Unspecified	Unspecified	1
Other Vehicular	Fatigued/Drowsy	Unspecified	Unspecified		1
Other Vehicular	Fatigued/Drowsy	Physical Disability			1
Other Vehicular	Fatigued/Drowsy	Pavement Slippery			1
Other Vehicular	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified		1
Other Vehicular	Fatigued/Drowsy	Fatigued/Drowsy	Other Vehicular	Fatigued/Drowsy	1
Other Vehicular	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy		1
Tire Failure/Inadequate	Fatigued/Drowsy	Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction	1
Other Vehicular	Fatigued/Drowsy	Driver Inattention/Distraction			1
Other Vehicular	Failure to Yield Right-of-Way	Unspecified			1
Other Vehicular	Failure to Yield Right-of-Way	Other Vehicular	Unspecified		1
Other Vehicular	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way			1
Tire Failure/Inadequate	Other Vehicular	Other Vehicular			1
Other Vehicular	Drugs (Illegal)				1
Other Vehicular	Driver Inexperience	Other Vehicular			1
Tire Failure/Inadequate	Other Vehicular	Other Vehicular	Other Vehicular	Other Vehicular	1
Other Vehicular	Driver Inattention/Distraction	Other Vehicular	Other Vehicular		1
Other Vehicular	Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction		1
Tire Failure/Inadequate	Other Vehicular	Unspecified	Unspecified	Unspecified	1
Other Vehicular	Brakes Defective	Unspecified			1
Tire Failure/Inadequate	Pavement Slippery				1
Tire Failure/Inadequate	Pavement Slippery	Unspecified			1
Other Vehicular	Alcohol Involvement	Unspecified			1
Other Vehicular	Aggressive Driving/Road Rage	Unspecified			1
Other Lighting Defects	View Obstructed/Limited				1
Other Lighting Defects	Unspecified	Unspecified	Unspecified	Unspecified	1
Other Lighting Defects	Fatigued/Drowsy				1
Tire Failure/Inadequate	Traffic Control Disregarded	Unspecified			1
Other Electronic Device	Unsafe Lane Changing				1
Other Electronic Device	Steering Failure				1
Other Electronic Device	Prescription Medication				1
Other Electronic Device	Physical Disability				1
Other Electronic Device	Pavement Slippery				1
Other Electronic Device	Outside Car Distraction	Unspecified			1
Other Electronic Device	Outside Car Distraction	Outside Car Distraction	Unspecified		1
Other Electronic Device	Other Vehicular	Unspecified	Unspecified	Unspecified	1
Other Electronic Device	Other Vehicular	Unspecified	Unspecified		1
Other Electronic Device	Other Vehicular	Other Vehicular			1
Tire Failure/Inadequate	Turning Improperly				1
Other Electronic Device	Other Electronic Device	Traffic Control Disregarded			1
Accelerator Defective	Fatigued/Drowsy				1
Other Electronic Device	Other Electronic Device	Lost Consciousness			1
Other Electronic Device	Lost Consciousness	Unspecified	Unspecified	Unspecified	1
Other Electronic Device	Lost Consciousness	Unspecified			1
Other Electronic Device	Lost Consciousness				1
Other Electronic Device	Illness				1
Other Electronic Device	Glare				1
Other Electronic Device	Fell Asleep				1
Other Electronic Device	Fatigued/Drowsy	Other Vehicular			1
Other Electronic Device	Fatigued/Drowsy	Fatigued/Drowsy	Unspecified		1
Tire Failure/Inadequate	View Obstructed/Limited				1
Other Electronic Device	Driver Inexperience	Fatigued/Drowsy			1
Other Electronic Device	Driver Inexperience				1
Other Electronic Device	Alcohol Involvement				1
Tow Hitch Defective	Other Electronic Device	Unspecified			1
Obstruction/Debris	Turning Improperly	Unspecified			1
Obstruction/Debris	Traffic Control Disregarded				1
Obstruction/Debris	Pavement Slippery				1
Obstruction/Debris	Pavement Defective				1
Obstruction/Debris	Other Vehicular	Unspecified			1
Obstruction/Debris	Obstruction/Debris	Unspecified			1
Obstruction/Debris	Obstruction/Debris	Obstruction/Debris	Unspecified		1
Tow Hitch Defective	Tow Hitch Defective	Other Vehicular	Other Vehicular		1
Obstruction/Debris	Illness				1
Obstruction/Debris	Fatigued/Drowsy	Unspecified	Unspecified		1
Obstruction/Debris	Fatigued/Drowsy	Unspecified			1
Obstruction/Debris	Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy		1
Obstruction/Debris	Fatigued/Drowsy	Fatigued/Drowsy			1
Obstruction/Debris	Failure to Yield Right-of-Way				1
Obstruction/Debris	Driver Inattention/Distraction	Unspecified			1
Tow Hitch Defective	Unspecified	Unspecified	Unspecified		1
Traffic Control Device Improper/Non-Working	Aggressive Driving/Road Rage				1
Traffic Control Device Improper/Non-Working	Alcohol Involvement				1
Lost Consciousness	Turning Improperly	Unspecified	Unspecified		1
Lost Consciousness	Turning Improperly	Turning Improperly			1
Traffic Control Device Improper/Non-Working	Driver Inexperience				1
Traffic Control Device Improper/Non-Working	Failure to Yield Right-of-Way				1
Traffic Control Device Improper/Non-Working	Other Vehicular				1
Lost Consciousness	Physical Disability	Unspecified			1
Traffic Control Device Improper/Non-Working	Other Vehicular	Unspecified			1
Lost Consciousness	Pavement Slippery	Unspecified	Unspecified		1
Lost Consciousness	Pavement Defective				1
Lost Consciousness	Passenger Distraction				1
Lost Consciousness	Oversized Vehicle	Unspecified			1
Traffic Control Device Improper/Non-Working	Traffic Control Disregarded				1
Lost Consciousness	Outside Car Distraction	Unspecified			1
Traffic Control Device Improper/Non-Working	Unspecified	Unspecified	Unspecified	Unspecified	1
Lost Consciousness	Other Vehicular	Unspecified			1
Lost Consciousness	Other Vehicular	Outside Car Distraction			1
Lost Consciousness	Other Electronic Device				1
Lost Consciousness	Obstruction/Debris				1
Lost Consciousness	Lost Consciousness	Unspecified	Unspecified	Unspecified	1
Traffic Control Disregarded	Aggressive Driving/Road Rage	Oversized Vehicle			1
Lost Consciousness	Lost Consciousness	Other Vehicular			1
Lost Consciousness	Lost Consciousness	Lost Consciousness	Lost Consciousness		1
Lost Consciousness	Lost Consciousness	Fatigued/Drowsy			1
Lost Consciousness	Glare				1
Traffic Control Disregarded	Aggressive Driving/Road Rage	Unspecified	Unspecified	Unspecified	1
Lost Consciousness	Driver Inexperience	Unspecified			1
Lost Consciousness	Driver Inattention/Distraction	Unspecified	Unspecified		1
Lost Consciousness	Driver Inattention/Distraction	Other Vehicular	Other Vehicular		1
Lost Consciousness	Driver Inattention/Distraction	Other Vehicular			1
Lost Consciousness	Driver Inattention/Distraction	Driver Inattention/Distraction			1
Lost Consciousness	Cell Phone (hands-free)				1
Lost Consciousness	Backing Unsafely	Backing Unsafely			1
Traffic Control Disregarded	Brakes Defective				1
Lost Consciousness	Aggressive Driving/Road Rage	Unspecified			1
Lost Consciousness	Aggressive Driving/Road Rage	Traffic Control Disregarded			1
Traffic Control Disregarded	Driver Inattention/Distraction	Driver Inattention/Distraction			1
Lane Marking Improper/Inadequate	Unspecified	Unspecified			1
Traffic Control Disregarded	Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction		1
Lane Marking Improper/Inadequate	Turning Improperly				1
Lane Marking Improper/Inadequate	Obstruction/Debris				1
Illness	View Obstructed/Limited				1
Traffic Control Disregarded	Driver Inattention/Distraction	Unspecified	Unspecified	Unspecified	1
Illness	Unsafe Lane Changing				1
Illness	Turning Improperly	Driver Inexperience			1
Illness	Prescription Medication				1
Illness	Passenger Distraction				1
Illness	Illness	Illness	Illness		1
Illness	Glare				1
Illness	Fatigued/Drowsy	Unspecified	Unspecified		1
Illness	Fatigued/Drowsy	Driver Inattention/Distraction			1
Illness	Driver Inexperience				1
Traffic Control Disregarded	Failure to Yield Right-of-Way	Backing Unsafely			1
Traffic Control Disregarded	Failure to Yield Right-of-Way	Other Vehicular			1
Headlights Defective	Unspecified	Unspecified	Unspecified	Unspecified	1
Headlights Defective	Other Vehicular	Other Vehicular			1
Headlights Defective	Driver Inexperience				1
Headlights Defective	Brakes Defective				1
Glare	View Obstructed/Limited				1
Traffic Control Disregarded	Failure to Yield Right-of-Way	Traffic Control Disregarded			1
Glare	Turning Improperly				1
Glare	Traffic Control Device Improper/Non-Working				1
Glare	Pavement Slippery				1
Glare	Pavement Defective				1
Traffic Control Disregarded	Failure to Yield Right-of-Way	Unspecified	Unspecified	Unspecified	1
Glare	Obstruction/Debris				1
Glare	Lane Marking Improper/Inadequate				1
Glare	Glare	Unspecified	Unspecified		1
Glare	Glare	Glare	Unspecified	Unspecified	1
Glare	Glare	Glare	Glare	Glare	1
Traffic Control Disregarded	Fatigued/Drowsy	Fatigued/Drowsy			1
Glare	Fatigued/Drowsy	Unspecified			1
Glare	Driver Inexperience				1
Glare	Driver Inattention/Distraction	Unspecified			1
Glare	Driver Inattention/Distraction	Driver Inattention/Distraction			1
Glare	Backing Unsafely				1
Traffic Control Disregarded	Fatigued/Drowsy	Other Vehicular			1
Traffic Control Disregarded	Fatigued/Drowsy	Traffic Control Disregarded			1
Traffic Control Disregarded	Fatigued/Drowsy	Unspecified	Unspecified	Unspecified	1
Following Too Closely	Reaction to Other Uninvolved Vehicle	Unspecified			1
Following Too Closely	Other Vehicular	Unspecified	Unspecified		1
Following Too Closely	Other Vehicular	Other Vehicular	Other Vehicular		1
Following Too Closely	Other Vehicular	Other Vehicular			1
Following Too Closely	Following Too Closely	Unspecified	Unspecified	Unspecified	1
Following Too Closely	Following Too Closely	Following Too Closely	Following Too Closely		1
Following Too Closely	Failure to Keep Right				1
Following Too Closely	Driver Inattention/Distraction	Unspecified			1
Traffic Control Disregarded	Glare				1
Fell Asleep	Unsafe Speed				1
Fell Asleep	Tire Failure/Inadequate				1
Fell Asleep	Other Vehicular	Other Vehicular			1
Fell Asleep	Other Electronic Device				1
Fell Asleep	Illness	Fell Asleep	Fell Asleep	Illness	1
Fell Asleep	Illness				1
Fell Asleep	Glare				1
Fell Asleep	Fell Asleep	Unspecified			1
Fell Asleep	Fell Asleep	Fell Asleep	Fell Asleep	Fell Asleep	1
Fell Asleep	Fell Asleep	Fell Asleep	Fell Asleep		1
Traffic Control Disregarded	Illness	Traffic Control Disregarded			1
Fell Asleep	Fatigued/Drowsy				1
Fell Asleep	Backing Unsafely	Unspecified			1
Traffic Control Disregarded	Lost Consciousness	Failure to Yield Right-of-Way			1
Traffic Control Disregarded	Lost Consciousness	Physical Disability	Traffic Control Disregarded		1
Traffic Control Disregarded	Lost Consciousness	Unspecified	Unspecified		1
Fatigued/Drowsy	Turning Improperly	Other Vehicular			1
Fatigued/Drowsy	Turning Improperly	Failure to Yield Right-of-Way	Unspecified		1
Traffic Control Disregarded	Other Electronic Device	Backing Unsafely			1
Fatigued/Drowsy	Traffic Control Disregarded	Fatigued/Drowsy	Traffic Control Disregarded	Unspecified	1
Traffic Control Disregarded	Other Electronic Device	Tire Failure/Inadequate			1
Fatigued/Drowsy	Traffic Control Device Improper/Non-Working	Unspecified			1
Fatigued/Drowsy	Tire Failure/Inadequate				1
Fatigued/Drowsy	Prescription Medication	Unspecified			1
Traffic Control Disregarded	Other Vehicular	Aggressive Driving/Road Rage	Other Vehicular		1
Fatigued/Drowsy	Physical Disability	Unspecified			1
Fatigued/Drowsy	Pavement Slippery	Pavement Slippery			1
Traffic Control Disregarded	Other Vehicular	Other Vehicular	Other Vehicular		1
Fatigued/Drowsy	Passing or Lane Usage Improper				1
Fatigued/Drowsy	Oversized Vehicle	Unspecified			1
Traffic Control Disregarded	Other Vehicular	Other Vehicular	Other Vehicular	Unspecified	1
Fatigued/Drowsy	Outside Car Distraction	Failure to Yield Right-of-Way	Unspecified	Unspecified	1
Traffic Control Disregarded	Other Vehicular	Unspecified	Unspecified		1
Traffic Control Disregarded	Outside Car Distraction	Unspecified	Unspecified		1
Fatigued/Drowsy	Other Vehicular	Fatigued/Drowsy			1
Fatigued/Drowsy	Other Vehicular	Backing Unsafely			1
Traffic Control Disregarded	Passenger Distraction	Unspecified			1
Traffic Control Disregarded	Pavement Slippery	Pavement Slippery	Pavement Slippery		1
Fatigued/Drowsy	Illness	Unspecified	Unspecified		1
Fatigued/Drowsy	Illness	Unspecified			1
Traffic Control Disregarded	Pavement Slippery	Unspecified	Unspecified		1
Traffic Control Disregarded	Physical Disability	Other Vehicular			1
Fatigued/Drowsy	Fatigued/Drowsy	Unsafe Speed	Unspecified		1
Fatigued/Drowsy	Fatigued/Drowsy	Turning Improperly	Turning Improperly		1
Fatigued/Drowsy	Fatigued/Drowsy	Prescription Medication	Unspecified		1
Fatigued/Drowsy	Fatigued/Drowsy	Pavement Slippery			1
Fatigued/Drowsy	Fatigued/Drowsy	Outside Car Distraction	Driver Inattention/Distraction		1
Fatigued/Drowsy	Fatigued/Drowsy	Other Electronic Device			1
Fatigued/Drowsy	Fatigued/Drowsy	Lost Consciousness			1
Traffic Control Disregarded	Physical Disability	Traffic Control Disregarded			1
Fatigued/Drowsy	Fatigued/Drowsy	Fatigued/Drowsy	Failure to Keep Right	Failure to Keep Right	1
Traffic Control Disregarded	Prescription Medication	Prescription Medication			1
Fatigued/Drowsy	Fatigued/Drowsy	Failure to Keep Right			1
Fatigued/Drowsy	Fatigued/Drowsy	Driver Inexperience	Unspecified	Unspecified	1
Fatigued/Drowsy	Fatigued/Drowsy	Driver Inexperience	Fatigued/Drowsy		1
Fatigued/Drowsy	Failure to Yield Right-of-Way	Unspecified	Unspecified	Unspecified	1
Traffic Control Disregarded	Prescription Medication	Unspecified	Unspecified		1
Fatigued/Drowsy	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Unspecified		1
Traffic Control Disregarded	Prescription Medication	Unspecified	Unspecified	Unspecified	1
Fatigued/Drowsy	Drugs (Illegal)				1
Accelerator Defective	Brakes Defective	Unspecified			1
Fatigued/Drowsy	Driver Inexperience	Fatigued/Drowsy	Unspecified		1
Fatigued/Drowsy	Driver Inexperience	Fatigued/Drowsy	Fatigued/Drowsy		1
Fatigued/Drowsy	Driver Inexperience	Failure to Keep Right	Unspecified		1
Fatigued/Drowsy	Driver Inexperience	Driver Inexperience			1
Traffic Control Disregarded	Traffic Control Disregarded	Aggressive Driving/Road Rage	Aggressive Driving/Road Rage		1
Fatigued/Drowsy	Driver Inattention/Distraction	Other Vehicular			1
Fatigued/Drowsy	Driver Inattention/Distraction	Fatigued/Drowsy			1
Fatigued/Drowsy	Driver Inattention/Distraction	Driver Inattention/Distraction	Unspecified		1
Fatigued/Drowsy	Driver Inattention/Distraction	Driver Inattention/Distraction			1
Traffic Control Disregarded	Traffic Control Disregarded	Fatigued/Drowsy			1
Fatigued/Drowsy	Cell Phone (hand-held)				1
Fatigued/Drowsy	Backing Unsafely	Backing Unsafely	Backing Unsafely		1
Fatigued/Drowsy	Alcohol Involvement	Unspecified	Unspecified	Unspecified	1
Traffic Control Disregarded	Traffic Control Disregarded	Other Vehicular	Other Vehicular	Other Vehicular	1
Traffic Control Disregarded	Traffic Control Disregarded	Traffic Control Disregarded	Traffic Control Disregarded		1
Traffic Control Disregarded	Traffic Control Disregarded	Turning Improperly			1
Failure to Yield Right-of-Way	Unsafe Speed	Unspecified			1
Failure to Yield Right-of-Way	Turning Improperly	Other Vehicular			1
Traffic Control Disregarded	Turning Improperly	Traffic Control Disregarded			1
Failure to Yield Right-of-Way	Prescription Medication	Unspecified	Unspecified		1
Failure to Yield Right-of-Way	Prescription Medication	Unspecified			1
Traffic Control Disregarded	Turning Improperly	Unspecified	Unspecified		1
Traffic Control Disregarded	Unsafe Speed				1
Failure to Yield Right-of-Way	Pavement Slippery	Unspecified	Unspecified	Unspecified	1
Failure to Yield Right-of-Way	Pavement Slippery	Pavement Slippery			1
Traffic Control Disregarded	Unsafe Speed	Unspecified			1
Failure to Yield Right-of-Way	Oversized Vehicle	Unspecified			1
Turning Improperly	Aggressive Driving/Road Rage	Other Vehicular			1
Failure to Yield Right-of-Way	Other Vehicular	Unspecified			1
Turning Improperly	Aggressive Driving/Road Rage	Unspecified			1
Failure to Yield Right-of-Way	Other Electronic Device				1
Failure to Yield Right-of-Way	Obstruction/Debris	Unspecified			1
Failure to Yield Right-of-Way	Lost Consciousness	Unspecified			1
Failure to Yield Right-of-Way	Glare	Unspecified			1
Failure to Yield Right-of-Way	Following Too Closely	Fell Asleep	Fell Asleep	Unspecified	1
Failure to Yield Right-of-Way	Following Too Closely				1
Failure to Yield Right-of-Way	Fell Asleep	Traffic Control Disregarded	Traffic Control Disregarded	Unspecified	1
Failure to Yield Right-of-Way	Fell Asleep				1
Turning Improperly	Backing Unsafely	Backing Unsafely			1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Unspecified	Unspecified	Unspecified	1
Turning Improperly	Backing Unsafely	Unspecified			1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Turning Improperly			1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Lost Consciousness			1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Fatigued/Drowsy			1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Unspecified		1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Unspecified	1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Driver Inattention/Distraction	Unspecified		1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Driver Inattention/Distraction			1
Failure to Yield Right-of-Way	Failure to Yield Right-of-Way	Backing Unsafely	Unspecified		1
Failure to Yield Right-of-Way	Driver Inexperience	Unspecified			1
Turning Improperly	Driver Inattention/Distraction	Fatigued/Drowsy			1
Failure to Yield Right-of-Way	Driver Inattention/Distraction	Unspecified	Unspecified		1
Failure to Yield Right-of-Way	Driver Inattention/Distraction	Other Vehicular			1
Failure to Yield Right-of-Way	Driver Inattention/Distraction	Fell Asleep			1
Failure to Yield Right-of-Way	Driver Inattention/Distraction	Failure to Yield Right-of-Way			1
Failure to Yield Right-of-Way	Driver Inattention/Distraction	Driver Inattention/Distraction			1
Turning Improperly	Driver Inattention/Distraction	Fatigued/Drowsy	Unspecified		1
Failure to Yield Right-of-Way	Cell Phone (hands-free)	Failure to Yield Right-of-Way			1
Failure to Yield Right-of-Way	Brakes Defective	Brakes Defective			1
Failure to Yield Right-of-Way	Backing Unsafely	Unspecified			1
Accelerator Defective	Backing Unsafely	Unspecified			1
Turning Improperly	Driver Inattention/Distraction	Unspecified	Unspecified		1
Failure to Yield Right-of-Way	Accelerator Defective				1
Turning Improperly	Driver Inattention/Distraction	Unspecified	Unspecified	Unspecified	1
Turning Improperly	Driver Inexperience	Driver Inexperience			1
Turning Improperly	Driver Inexperience	Unspecified			1
Turning Improperly	Failure to Keep Right				1
Failure to Keep Right	Unsafe Speed	Unspecified			1
Failure to Keep Right	Traffic Control Disregarded	Unspecified	Unspecified		1
Failure to Keep Right	Prescription Medication				1
Failure to Keep Right	Physical Disability				1
Failure to Keep Right	Pedestrian/Bicyclist/Other Pedestrian Error/Confusion				1
Failure to Keep Right	Pavement Slippery				1
Failure to Keep Right	Outside Car Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction	Driver Inattention/Distraction	1
Failure to Keep Right	Lost Consciousness				1
Failure to Keep Right	Illness				1
Failure to Keep Right	Following Too Closely				1
Failure to Keep Right	Fell Asleep				1
Failure to Keep Right	Fatigued/Drowsy	Unspecified	Unspecified	Unspecified	1
Failure to Keep Right	Fatigued/Drowsy	Unspecified			1
Failure to Keep Right	Fatigued/Drowsy	Fatigued/Drowsy			1
Failure to Keep Right	Failure to Keep Right	Unspecified	Unspecified	Unspecified	1
Failure to Keep Right	Failure to Keep Right	Unspecified	Unspecified		1
Failure to Keep Right	Failure to Keep Right	Outside Car Distraction			1
Failure to Keep Right	Failure to Keep Right	Other Vehicular	Other Vehicular		1
Failure to Keep Right	Failure to Keep Right	Other Vehicular			1
Failure to Keep Right	Failure to Keep Right	Failure to Keep Right	Fell Asleep		1
Failure to Keep Right	Failure to Keep Right	Failure to Keep Right	Failure to Keep Right		1
